id,link,status,working,status_code,status_abbreviation
292,https://medlineplus.gov/genetics/condition/rabson-mendenhall-syndrome,extracted,article,200,OK
293,https://medlineplus.gov/genetics/condition/central-core-disease,extracted,article,200,OK
294,https://medlineplus.gov/genetics/condition/stxbp1-encephalopathy,extracted,article,200,OK
295,https://medlineplus.gov/genetics/condition/factor-vii-deficiency,extracted,article,200,OK
296,https://medlineplus.gov/genetics/condition/cerebral-autosomal-dominant-arteriopathy-with-subcortical-infarcts-and-leukoencephalopathy,extracted,article,200,OK
297,https://medlineplus.gov/genetics/condition/guillain-barre-syndrome,extracted,article,200,OK
298,https://medlineplus.gov/genetics/condition/x-linked-thrombocytopenia,extracted,article,200,OK
299,https://medlineplus.gov/genetics/condition/riboflavin-transporter-deficiency-ne,yet,Non-article,404,Not Found
300,https://medlineplus.gov/genetics/condition/tetra-amelia-syndrome,extracted,article,200,OK
301,https://medlineplus.gov/genetics/condition/hyperferritinemia-cataract-syndrome,extracted,article,200,OK
302,https://medlineplus.gov/genetics/condition/nonbullous-congenital-ichthyosiform-erythroderma,extracted,article,200,OK
303,https://medlineplus.gov/genetics/condition/lamellar-ichthyosis,extracted,article,200,OK
304,https://medlineplus.gov/genetics/condition/kallmann-syndrome,extracted,article,200,OK
305,https://medlineplus.gov/genetics/condition/townes-brocks-syndrome,extracted,article,200,OK
306,https://medlineplus.gov/genetics/condition/juvenile-primary-lateral-sclerosis,extracted,article,200,OK
307,https://rarediseases.info.nih.gov/diseases/19062/x-linked-neurodegenerative-,yet,Non-article,404,Not Found
308,https://medlineplus.gov/genetics/condition/persistent-mullerian-duct-syndrom,yet,Non-article,404,Not Found
309,https://pubmed.ncbi.nlm.nih.gov/29294000,yet,Non-article,403,Forbidden
310,https://medlineplus.gov/genetics/condition/rhabdoid-tumor-predisposition-syndrome,extracted,article,200,OK
311,https://medlineplus.gov/genetics/condition/hereditary-neuropathy-with-liability-to-pressure-palsies,extracted,article,200,OK
312,https://medlineplus.gov/genetics/condition/pdgfra-associated-chronic-eosinop,yet,Non-article,404,Not Found
313,https://medlineplus.gov/genetics/condition/heterotaxy-syndrome,extracted,article,200,OK
314,https://medlineplus.gov/genetics/condition/arginine-vasopressin-resistance,extracted,article,200,OK
315,https://medlineplus.gov/genetics/condition/lowe-syndrome,extracted,article,200,OK
316,https://medlineplus.gov/genetics/condition/pmm2-congenital-disorder-of-glyco,yet,Non-article,404,Not Found
317,https://medlineplus.gov/genetics/condition/triosephosphate-isomerase-deficie,yet,Non-article,404,Not Found
318,https://medlineplus.gov/genetics/condition/isolated-duane-retraction-syndrom,yet,Non-article,404,Not Found
319,https://medlineplus.gov/genetics/condition/hyperphosphatemic-familial-tumor,yet,Non-article,404,Not Found
320,https://medlineplus.gov/genetics/condition/coffin-lowry-syndrome,extracted,article,200,OK
321,https://medlineplus.gov/genetics/condition/protein-s-deficiency,extracted,article,200,OK
322,https://medlineplus.gov/genetics/condition/glucose-galactose-malabsorption,extracted,article,200,OK
323,https://medlineplus.gov/genetics/condition/meesmann-corneal-dystrophy,extracted,article,200,OK
324,https://medlineplus.gov/genetics/condition/x-linked-lymphoproliferative-disease,extracted,article,200,OK
325,https://medlineplus.gov/genetics/condition/mbd5-associated-neurodevelopme,yet,Non-article,404,Not Found
326,https://medlineplus.gov/genetics/condition/clcn2-related-leukoencephalopathy,extracted,article,200,OK
327,https://medlineplus.gov/genetics/condition/waldenstrom-macroglobulinemia,extracted,article,200,OK
328,https://medlineplus.gov/genetics/condition/48xxxy-syndrome,extracted,article,200,OK
329,https://medlineplus.gov/genetics/condition/cranioectodermal-dysplasia,extracted,article,200,OK
330,https://medlineplus.gov/genetics/condition/epilepsy-of-infancy-with-migrating-f,yet,Non-article,404,Not Found
331,https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-31,extracted,article,200,OK
332,https://medlineplus.gov/genetics/condition/platyspondylic-dysplasia-torrance-type,extracted,article,200,OK
333,https://medlineplus.gov/genetics/condition/x-linked-juvenile-retinoschisis,extracted,article,200,OK
334,https://medlineplus.gov/genetics/condition/laing-distal-myopathy,extracted,article,200,OK
335,https://medlineplus.gov/genetics/condition/3-m-syndrome,extracted,article,200,OK
336,https://medlineplus.gov/genetics/condition/deoxyguanosine-kinase-deficiency,extracted,article,200,OK
337,https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-7,extracted,article,200,OK
338,https://medlineplus.gov/genetics/condition/multicentric-osteolysis-nodulosis-a,yet,Non-article,404,Not Found
339,https://medlineplus.gov/genetics/condition/rothmund-thomson-syndrome,extracted,article,200,OK
340,https://medlineplus.gov/genetics/condition/dopamine-transporter-deficiency-syndrome,extracted,article,200,OK
341,https://medlineplus.gov/genetics/condition/chmp2b-related-frontotemporal-dementia,extracted,article,200,OK
342,https://medlineplus.gov/genetics/condition/majeed-syndrome,extracted,article,200,OK
343,https://medlineplus.gov/genetics/condition/woodhouse-sakati-syndrome,extracted,article,200,OK
344,https://medlineplus.gov/genetics/condition/cog5-congenital-disorder-of-glycos,yet,Non-article,404,Not Found
345,https://medlineplus.gov/genetics/condition/atelosteogenesis-type-3,extracted,article,200,OK
346,https://medlineplus.gov/genetics/condition/x-linked-infantile-spinal-muscular-a,yet,Non-article,404,Not Found
347,https://medlineplus.gov/genetics/condition/collagen-vi-related-myopathy,extracted,article,200,OK
348,https://medlineplus.gov/genetics/condition/familial-male-limited-precocious-pu,yet,Non-article,404,Not Found
349,https://medlineplus.gov/genetics/condition/choroideremia,extracted,article,200,OK
350,https://medlineplus.gov/genetics/condition/benign-essential-blepharospasm,extracted,article,200,OK
351,https://medlineplus.gov/genetics/condition/microcephaly-seizures-and-develo,yet,Non-article,404,Not Found
352,https://pmc.ncbi.nlm.nih.gov/articles/PMC8865813,yet,Non-article,403,Forbidden
353,https://medlineplus.gov/genetics/condition/complete-plasminogen-activator-inhibitor-1-deficiency,extracted,article,200,OK
354,https://medlineplus.gov/genetics/condition/methemoglobinemia-beta-globin-type,extracted,article,200,OK
355,https://pmc.ncbi.nlm.nih.gov/articles/PMC3495011,yet,Non-article,403,Forbidden
356,https://medlineplus.gov/genetics/condition/krabbe-disease,extracted,article,200,OK
357,https://medlineplus.gov/genetics/condition/aarskog-scott-syndrome,extracted,article,200,OK
358,https://medlineplus.gov/genetics/condition/greig-cephalopolysyndactyly-syndr,yet,Non-article,404,Not Found
359,https://pmc.ncbi.nlm.nih.gov/articles/PMC3658200,yet,Non-article,403,Forbidden
360,https://pmc.ncbi.nlm.nih.gov/articles/PMC8364843,yet,Non-article,403,Forbidden
361,https://medlineplus.gov/genetics/condition/nonsyndromic-paraganglioma,extracted,article,200,OK
362,https://medlineplus.gov/genetics/condition/congenital-central-hypoventilation-syndrome,extracted,article,200,OK
363,https://medlineplus.gov/genetics/condition/familial-hypobetalipoproteinemia,extracted,article,200,OK
364,https://medlineplus.gov/genetics/condition/usher-syndrome,extracted,article,200,OK
365,https://medlineplus.gov/genetics/condition/cln4-disease,extracted,article,200,OK
366,https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-i,extracted,article,200,OK
367,https://medlineplus.gov/genetics/condition/autosomal-dominant-sleep-related-,yet,Non-article,404,Not Found
368,https://medlineplus.gov/genetics/condition/giant-axonal-neuropathy,extracted,article,200,OK
369,https://medlineplus.gov/genetics/condition/spinocerebellar-ataxia-type-36,extracted,article,200,OK
370,https://medlineplus.gov/genetics/condition/african-iron-overload,extracted,article,200,OK
371,https://medlineplus.gov/genetics/condition/kbg-syndrome,extracted,article,200,OK
372,https://medlineplus.gov/genetics/condition/langer-mesomelic-dysplasia,extracted,article,200,OK
373,https://medlineplus.gov/genetics/condition/autosomal-dominant-hypocalcemia,extracted,article,200,OK
374,https://medlineplus.gov/genetics/condition/constitutional-mismatch-repair-deficiency-syndrome,extracted,article,200,OK
375,https://medlineplus.gov/genetics/condition/scn8a-related-epilepsy-with-encephalopathy,extracted,article,200,OK
376,https://medlineplus.gov/genetics/condition/noonan-syndrome,extracted,article,200,OK
377,https://medlineplus.gov/genetics/condition/corticosteroid-binding-globulin-defi,yet,Non-article,404,Not Found
378,https://medlineplus.gov/genetics/condition/15q133-microdeletion,extracted,article,200,OK
379,https://medlineplus.gov/genetics/condition/17-beta-hydroxysteroid-dehydroge,yet,Non-article,404,Not Found
380,https://ncbi.nlm.nih.gov/books/NBK1457,extracted,article,200,OK
381,https://medlineplus.gov/genetics/condition/acatalasemia,extracted,article,200,OK
382,https://medlineplus.gov/genetics/condition/short-branched-chain-acyl-coa-dehydrogenase-deficiency,extracted,article,200,OK
383,https://medlineplus.gov/genetics/condition/hand-foot-genital-syndrome,extracted,article,200,OK
384,https://medlineplus.gov/genetics/condition/mccune-albright-syndrome,extracted,article,200,OK
385,https://medlineplus.gov/genetics/condition/adenosine-deaminase-2-deficiency,yet,article,200,OK
386,https://medlineplus.gov/genetics/condition/adult-polyglucosan-body-disease,extracted,article,200,OK
387,https://medlineplus.gov/genetics/condition/medullary-cystic-kidney-disease-type-1,extracted,article,200,OK
388,https://medlineplus.gov/genetics/condition/free-sialic-acid-storage-disorder,extracted,article,200,OK
389,https://medlineplus.gov/genetics/condition/ren-related-kidney-disease,extracted,article,200,OK
390,https://medlineplus.gov/genetics/condition/grange-syndrome,extracted,article,200,OK
391,https://medlineplus.gov/genetics/condition/hypokalemic-periodic-paralysis,extracted,article,200,OK
392,https://medlineplus.gov/genetics/condition/congenital-afibrinogenemia,extracted,article,200,OK
393,https://ncbi.nlm.nih.gov/books/NBK2594,extracted,article,200,OK
394,https://medlineplus.gov/genetics/condition/swyer-syndrome,extracted,article,200,OK
395,https://pmc.ncbi.nlm.nih.gov/articles/PMC4306042,yet,Non-article,403,Forbidden
396,https://ncbi.nlm.nih.gov/books/NBK476671,extracted,article,200,OK
397,https://medlineplus.gov/genetics/condition/phosphoglycerate-kinase-deficienc,yet,Non-article,404,Not Found
398,https://medlineplus.gov/genetics/condition/progressive-myoclonic-epilepsy-type-1,extracted,article,200,OK
399,https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-11,extracted,article,200,OK
400,https://medlineplus.gov/genetics/condition/setbp1-haploinsufficiency-disorder,extracted,article,200,OK
401,https://medlineplus.gov/genetics/condition/mowat-wilson-syndrome,extracted,article,200,OK
402,https://medlineplus.gov/genetics/condition/hyperparathyroidism-jaw-tumor-sy,yet,Non-article,404,Not Found
403,https://medlineplus.gov/genetics/condition/beare-stevenson-cutis-gyrata-synd,yet,Non-article,404,Not Found
404,https://medlineplus.gov/genetics/condition/stormorken-syndrome,extracted,article,200,OK
405,https://medlineplus.gov/genetics/condition/erdheim-chester-disease,extracted,article,200,OK
406,https://pmc.ncbi.nlm.nih.gov/articles/PMC11187779,yet,Non-article,403,Forbidden
407,https://medlineplus.gov/genetics/condition/x-linked-spondyloepiphyseal-dyspl,yet,Non-article,404,Not Found
408,https://medlineplus.gov/genetics/condition/fukuyama-congenital-muscular-dystrophy,extracted,article,200,OK
409,https://medlineplus.gov/genetics/condition/dementia-with-lewy-bodies,extracted,article,200,OK
410,https://nhs.uk/conditions/downs-syndrome,extracted,article,200,OK
411,https://medlineplus.gov/genetics/condition/peeling-skin-syndrome-2,extracted,article,200,OK
412,https://medlineplus.gov/genetics/condition/syngap1-related-intellectual-disability,extracted,article,200,OK
413,https://medlineplus.gov/genetics/condition/familial-hemophagocytic-lymphohis,yet,Non-article,404,Not Found
414,https://medlineplus.gov/genetics/condition/seasonal-affective-disorder,extracted,article,200,OK
415,https://medlineplus.gov/genetics/condition/doors-syndrome,extracted,article,200,OK
416,https://medlineplus.gov/genetics/condition/deafness-infertility-syndrome,extracted,article,200,OK
417,https://medlineplus.gov/genetics/condition/dock8-immunodeficiency-syndrome,extracted,article,200,OK
418,https://medlineplus.gov/genetics/condition/pontocerebellar-hypoplasia,extracted,article,200,OK
419,https://medlineplus.gov/genetics/condition/type-a-insulin-resistance-syndrome,extracted,article,200,OK
420,https://medlineplus.gov/genetics/condition/frasier-syndrome,extracted,article,200,OK
421,https://ninds.nih.gov/health-information/disorders/ataxia-telangiectasia,extracted,article,200,OK
422,https://medlineplus.gov/genetics/condition/pantothenate-kinase-associated-n,yet,Non-article,404,Not Found
423,https://medlineplus.gov/genetics/condition/autosomal-recessive-congenital-methemoglobinemia,extracted,article,200,OK
424,https://medlineplus.gov/genetics/condition/pyridoxal-phosphate-responsive-se,yet,Non-article,404,Not Found
425,https://medlineplus.gov/genetics/condition/hereditary-sensory-neuropathy-type-ia,extracted,article,200,OK
426,https://medlineplus.gov/genetics/condition/tietz-syndrome,extracted,article,200,OK
427,https://medlineplus.gov/genetics/condition/isolated-pierre-robin-sequence,extracted,article,200,OK
428,https://medlineplus.gov/genetics/condition/narcolepsy,extracted,article,200,OK
429,https://medlineplus.gov/genetics/condition/aspartylglucosaminuria,extracted,article,200,OK
430,https://medlineplus.gov/genetics/condition/cerebrotendinous-xanthomatosis,extracted,article,200,OK
431,https://medlineplus.gov/genetics/condition/tumor-necrosis-factor-receptor-associated-periodic-syndrome,extracted,article,200,OK
432,https://pmc.ncbi.nlm.nih.gov/articles/PMC4491663,yet,Non-article,403,Forbidden
433,https://medlineplus.gov/genetics/condition/zap70-related-severe-combined-im,yet,Non-article,404,Not Found
434,https://medlineplus.gov/genetics/condition/alstrom-syndrome,extracted,article,200,OK
435,https://medlineplus.gov/genetics/condition/mevalonate-kinase-deficiency,extracted,article,200,OK
436,https://medlineplus.gov/genetics/condition/x-linked-infantile-spinal-muscular-atrophy,extracted,article,200,OK
437,https://medlineplus.gov/genetics/condition/yuan-harel-lupski-syndrome,extracted,article,200,OK
438,https://ncbi.nlm.nih.gov/books/NBK1150,extracted,article,200,OK
439,https://medlineplus.gov/genetics/condition/congenital-bile-acid-synthesis-defect-type-1,extracted,article,200,OK
440,https://medlineplus.gov/genetics/condition/episodic-ataxia,extracted,article,200,OK
441,https://pubmed.ncbi.nlm.nih.gov/39237642,yet,Non-article,403,Forbidden
442,https://medlineplus.gov/genetics/condition/satb2-associated-syndrome,extracted,article,200,OK
443,https://medlineplus.gov/genetics/condition/tibial-muscular-dystrophy,extracted,article,200,OK
444,https://nei.nih.gov/learn-about-eye-health/eye-conditions-and-diseases/anophthalmia-and-microphthalmia,extracted,article,200,OK
445,https://medlineplus.gov/genetics/condition/permanent-neonatal-diabetes-mellitus,extracted,article,200,OK
446,https://medlineplus.gov/genetics/condition/fukuyama-congenital-muscular-dys,yet,Non-article,404,Not Found
447,https://medlineplus.gov/genetics/condition/epidermolytic-hyperkeratosis,extracted,article,200,OK
448,https://medlineplus.gov/genetics/condition/giant-congenital-melanocytic-nevus,extracted,article,200,OK
449,https://medlineplus.gov/genetics/condition/rotor-syndrome,extracted,article,200,OK
450,https://medlineplus.gov/genetics/condition/moebius-syndrome,extracted,article,200,OK
451,https://medlineplus.gov/genetics/condition/hereditary-fructose-intolerance,extracted,article,200,OK
452,https://medlineplus.gov/genetics/condition/weissenbacher-zweymuller-syndro,yet,Non-article,404,Not Found
453,https://medlineplus.gov/genetics/condition/achondrogenesis,extracted,article,200,OK
454,https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-ii,extracted,article,200,OK
455,https://cdc.gov/genomics-and-health/about/genetic-disorders.html,extracted,article,200,OK
456,https://medlineplus.gov/genetics/condition/autoimmune-addison-disease,extracted,article,200,OK
457,https://medlineplus.gov/genetics/condition/microvillus-inclusion-disease,extracted,article,200,OK
458,https://medlineplus.gov/genetics/condition/lacrimo-auriculo-dento-digital-syndrome,extracted,article,200,OK
459,https://medlineplus.gov/genetics/condition/asphyxiating-thoracic-dystrophy,extracted,article,200,OK
460,https://medlineplus.gov/genetics/condition/microcephaly-seizures-and-developmental-delay,extracted,article,200,OK
461,https://medlineplus.gov/genetics/condition/familial-dilated-cardiomyopathy,extracted,article,200,OK
462,https://medlineplus.gov/genetics/condition/neuroferritinopathy,extracted,article,200,OK
463,https://medlineplus.gov/genetics/condition/phosphoglycerate-mutase-deficien,yet,Non-article,404,Not Found
464,https://medlineplus.gov/genetics/condition/white-sponge-nevus/\,yet,Non-article,404,Not Found
465,https://medlineplus.gov/genetics/condition/arginineglycine-amidinotransferase-deficiency,extracted,article,200,OK
466,https://medlineplus.gov/genetics/condition/familial-hdl-deficiency,extracted,article,200,OK
467,https://medlineplus.gov/genetics/condition/acute-necrotizing-encephalopathy-type-1,extracted,article,200,OK
468,https://medlineplus.gov/genetics/condition/ophthalmo-acromelic-syndrome,extracted,article,200,OK
469,https://medlineplus.gov/genetics/condition/catsper1-related-nonsyndromic-male-infertility,extracted,article,200,OK
470,https://medlineplus.gov/genetics/condition/autosomal-recessive-cerebellar-ataxia-type-1,extracted,article,200,OK
471,https://medlineplus.gov/genetics/condition/familial-osteochondritis-dissecans,extracted,article,200,OK
472,https://medlineplus.gov/genetics/condition/ollier-disease,extracted,article,200,OK
473,https://pmc.ncbi.nlm.nih.gov/articles/PMC8777205,yet,Non-article,403,Forbidden
474,https://medlineplus.gov/genetics/condition/gm2-activator-deficiency,extracted,article,200,OK
475,https://medlineplus.gov/genetics/condition/white-sutton-syndrome,extracted,article,200,OK
476,https://medlineplus.gov/genetics/condition/periventricular-heterotopia,extracted,article,200,OK
477,https://medlineplus.gov/genetics/condition/hereditary-multiple-osteochondrom,yet,Non-article,404,Not Found
478,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789890,yet,Non-article,403,Forbidden
479,https://medlineplus.gov/genetics/condition/depression,extracted,article,200,OK
480,https://medlineplus.gov/genetics/condition/koolen-de-vries-syndrome,extracted,article,200,OK
481,https://medlineplus.gov/genetics/condition/gastrointestinal-stromal-tumor,extracted,article,200,OK
482,https://medlineplus.gov/genetics/condition/von-hippel-lindau-syndrome,extracted,article,200,OK
483,https://ncbi.nlm.nih.gov/books/NBK1216,extracted,article,200,OK
484,https://medlineplus.gov/genetics/condition/cole-disease,extracted,article,200,OK
485,https://medlineplus.gov/genetics/condition/xeroderma-pigmentosum,extracted,article,200,OK
486,https://medlineplus.gov/genetics/condition/hystrix-like-ichthyosis-with-deafness,extracted,article,200,OK
487,https://medlineplus.gov/genetics/condition/juvenile-paget-disease,extracted,article,200,OK
488,https://medlineplus.gov/genetics/condition/timothy-syndrome,extracted,article,200,OK
489,https://pmc.ncbi.nlm.nih.gov/articles/PMC6499608,yet,Non-article,403,Forbidden
490,https://medlineplus.gov/genetics/condition/prostate-cancer,extracted,article,200,OK
491,https://medlineplus.gov/genetics/condition/erythromelalgia,extracted,article,200,OK
492,https://medlineplus.gov/genetics/condition/sost-related-sclerosing-bone-dyspl,yet,Non-article,404,Not Found
493,https://medlineplus.gov/genetics/condition/baller-gerold-syndrome,extracted,article,200,OK
494,https://medlineplus.gov/genetics/condition/crouzon-syndrome,extracted,article,200,OK
495,https://medlineplus.gov/genetics/condition/myotonic-dystrophy,extracted,article,200,OK
496,https://medlineplus.gov/genetics/condition/dlg4-related-synaptopathy,extracted,article,200,OK
497,https://pmc.ncbi.nlm.nih.gov/articles/PMC6331365,yet,Non-article,403,Forbidden
498,https://medlineplus.gov/genetics/condition/trnt1-deficiency,extracted,article,200,OK
499,https://medlineplus.gov/genetics/condition/rhabdoid-tumor-predisposition-syn,yet,Non-article,404,Not Found
500,https://medlineplus.gov/genetics/condition/shwachman-diamond-syndrome,extracted,article,200,OK
501,https://ncbi.nlm.nih.gov/books/NBK526016,extracted,article,200,OK
502,https://medlineplus.gov/genetics/condition/klippel-trenaunay-syndrome,extracted,article,200,OK
503,https://medlineplus.gov/genetics/condition/oculofaciocardiodental-syndrome,extracted,article,200,OK
504,https://medlineplus.gov/genetics/condition/16p112-duplication,extracted,article,200,OK
505,https://medlineplus.gov/genetics/condition/tetrasomy-18p,extracted,article,200,OK
506,https://medlineplus.gov/genetics/condition/lipoid-proteinosis,extracted,article,200,OK
507,https://ncbi.nlm.nih.gov/books/NBK538270,extracted,article,200,OK
508,https://medlineplus.gov/genetics/condition/brain-lung-thyroid-syndrome,extracted,article,200,OK
509,https://medlineplus.gov/genetics/condition/nonsyndromic-holoprosencephaly,extracted,article,200,OK
510,https://medlineplus.gov/genetics/condition/mn1-c-terminal-truncation-syndrom,yet,Non-article,404,Not Found
511,https://medlineplus.gov/genetics/condition/kawasaki-disease,extracted,article,200,OK
512,https://medlineplus.gov/genetics/condition/methylmalonic-acidemia-with-hom,yet,Non-article,404,Not Found
513,https://medlineplus.gov/genetics/condition/adolescent-idiopathic-scoliosis,extracted,article,200,OK
514,https://medlineplus.gov/genetics/condition/potassium-aggravated-myotonia,extracted,article,200,OK
515,https://medlineplus.gov/genetics/condition/wilson-disease,extracted,article,200,OK
516,https://medlineplus.gov/genetics/condition/congenital-plasminogen-deficiency,extracted,article,200,OK
517,https://medlineplus.gov/genetics/condition/floating-harbor-syndrome,extracted,article,200,OK
518,https://pubmed.ncbi.nlm.nih.gov/26947586,yet,Non-article,403,Forbidden
519,https://medlineplus.gov/genetics/condition/thrombocytopenia-absent-radius-s,yet,Non-article,404,Not Found
520,https://medlineplus.gov/genetics/condition/leri-weill-dyschondrosteosis,extracted,article,200,OK
521,https://medlineplus.gov/genetics/condition/chd2-myoclonic-encephalopathy,extracted,article,200,OK
522,https://medlineplus.gov/genetics/condition/ornithine-translocase-deficiency,extracted,article,200,OK
523,https://medlineplus.gov/genetics/condition/factor-v-deficiency,extracted,article,200,OK
524,https://medlineplus.gov/genetics/condition/kaufman-oculocerebrofacial-syndrome,extracted,article,200,OK
525,https://medlineplus.gov/genetics/condition/familial-thoracic-aortic-aneurysm-a,yet,Non-article,404,Not Found
526,https://medlineplus.gov/genetics/condition/succinic-semialdehyde-dehydroge,yet,Non-article,404,Not Found
527,https://medlineplus.gov/genetics/condition/alpha-thalassemia-x-linked-intellec,yet,Non-article,404,Not Found
528,https://medlineplus.gov/genetics/condition/liebenberg-syndrome,extracted,article,200,OK
529,https://medlineplus.gov/genetics/condition/melnick-needles-syndrome,extracted,article,200,OK
530,https://medlineplus.gov/genetics/condition/pallister-hall-syndrome,extracted,article,200,OK
531,https://medlineplus.gov/genetics/condition/autosomal-dominant-congenital-stationary-night-blindness,extracted,article,200,OK
532,https://medlineplus.gov/genetics/condition/netherton-syndrome,extracted,article,200,OK
533,https://pmc.ncbi.nlm.nih.gov/articles/PMC5788182,yet,Non-article,403,Forbidden
534,https://medlineplus.gov/genetics/condition/phosphoglycerate-dehydrogenase-,yet,Non-article,404,Not Found
535,https://medlineplus.gov/genetics/condition/alport-syndrome,extracted,article,200,OK
536,https://medlineplus.gov/genetics/condition/x-linked-myotubular-myopathy,extracted,article,200,OK
537,https://medlineplus.gov/genetics/condition/multiple-cutaneous-and-mucosal-venous-malformations,extracted,article,200,OK
538,https://medlineplus.gov/genetics/condition/brody-myopathy,extracted,article,200,OK
539,https://ncbi.nlm.nih.gov/books/NBK1489,extracted,article,200,OK
540,https://medlineplus.gov/genetics/condition/otospondylomegaepiphyseal-dysplasia,extracted,article,200,OK
541,https://genome.gov/about-genomics/fact-sheets/Chromosome-Abnormalities-Fact-Sheet,extracted,article,200,OK
542,https://medlineplus.gov/genetics/condition/spondyloepiphyseal-dysplasia-with-metatarsal-shortening,extracted,article,200,OK
543,https://medlineplus.gov/genetics/condition/androgenetic-alopecia,extracted,article,200,OK
544,https://medlineplus.gov/genetics/condition/duchenne-and-becker-muscular-dy,yet,Non-article,404,Not Found
545,https://medlineplus.gov/genetics/condition/dentatorubral-pallidoluysian-atrophy,extracted,article,200,OK
546,https://medlineplus.gov/genetics/condition/cri-du-chat-syndrome,extracted,article,200,OK
547,https://medlineplus.gov/genetics/condition/xia-gibbs-syndrome,extracted,article,200,OK
548,https://ncbi.nlm.nih.gov/books/NBK519542,extracted,article,200,OK
549,https://medlineplus.gov/genetics/condition/guanidinoacetate-methyltransferas,yet,Non-article,404,Not Found
550,https://medlineplus.gov/genetics/condition/hereditary-angiopathy-with-nephro,yet,Non-article,404,Not Found
551,https://medlineplus.gov/genetics/condition/aromatase-excess-syndrome,extracted,article,200,OK
552,https://pmc.ncbi.nlm.nih.gov/articles/PMC6336675,yet,Non-article,403,Forbidden
553,https://medlineplus.gov/genetics/condition/gorlin-syndrome,extracted,article,200,OK
554,https://medlineplus.gov/genetics/condition/central-precocious-puberty,extracted,article,200,OK
555,https://medlineplus.gov/genetics/condition/early-onset-myopathy-with-fatal-cardiomyopathy,extracted,article,200,OK
556,https://medlineplus.gov/genetics/condition/jansen-de-vries-syndrome,extracted,article,200,OK
557,https://medlineplus.gov/genetics/condition/nonsyndromic-hearing-loss,extracted,article,200,OK
558,https://medlineplus.gov/genetics/condition/pyle-disease,extracted,article,200,OK
559,https://medlineplus.gov/genetics/condition/huntingtons-disease-like,extracted,article,200,OK
560,https://medlineplus.gov/genetics/condition/iron-refractory-iron-deficiency-ane,yet,Non-article,404,Not Found
561,https://medlineplus.gov/genetics/condition/cerebral-folate-transport-deficiency,extracted,article,200,OK
562,https://medlineplus.gov/genetics/condition/vitelliform-macular-dystrophy,extracted,article,200,OK
563,https://ncbi.nlm.nih.gov/books/NBK1263,extracted,article,200,OK
564,https://pmc.ncbi.nlm.nih.gov/articles/PMC10815279,yet,Non-article,403,Forbidden
565,https://medlineplus.gov/genetics/condition/microcephalic-osteodysplastic-prim,yet,Non-article,404,Not Found
566,https://medlineplus.gov/genetics/condition/congenital-stromal-corneal-dystrop,yet,Non-article,404,Not Found
567,https://medlineplus.gov/genetics/condition/parkes-weber-syndrome,extracted,article,200,OK
568,https://medlineplus.gov/genetics/condition/beta-ureidopropionase-deficiency,extracted,article,200,OK
569,https://medlineplus.gov/genetics/condition/cerebral-cavernous-malformation,extracted,article,200,OK
570,https://medlineplus.gov/genetics/condition/combined-malonic-and-methylmalonic-aciduria,extracted,article,200,OK
571,https://medlineplus.gov/genetics/condition/x-linked-lissencephaly-with-abnor,yet,Non-article,404,Not Found
572,https://medlineplus.gov/genetics/condition/ichthyosis-with-confetti,extracted,article,200,OK
573,https://medlineplus.gov/genetics/condition/sialuria,extracted,article,200,OK
574,https://medlineplus.gov/genetics/condition/cerebral-autosomal-recessive-arter,yet,Non-article,404,Not Found
575,https://medlineplus.gov/genetics/condition/biotin-thiamine-responsive-basal-g,yet,Non-article,404,Not Found
576,https://medlineplus.gov/genetics/condition/glutamate-formiminotransferase-de,yet,Non-article,404,Not Found
577,https://medlineplus.gov/genetics/condition/craniofacial-deafness-hand-syndrome,extracted,article,200,OK
578,https://medlineplus.gov/genetics/condition/coloboma,extracted,article,200,OK
579,https://medlineplus.gov/genetics/condition/prothrombin-deficiency,extracted,article,200,OK
580,https://medlineplus.gov/genetics/condition/sucla2-related-mitochondrial-dna-depletion-syndrome,extracted,article,200,OK
581,https://medlineplus.gov/genetics/condition/hereditary-hyperekplexia,extracted,article,200,OK
582,https://ncbi.nlm.nih.gov/books/NBK22252,extracted,article,200,OK
583,https://medlineplus.gov/genetics/condition/hartsfield-syndrome,extracted,article,200,OK
584,https://medlineplus.gov/genetics/condition/rrm2b-related-mitochondrial-dna-depletion-syndrome-encephalomyopathic-form-with-renal-tubulopathy,extracted,article,200,OK
585,https://medlineplus.gov/genetics/condition/kcnb1-encephalopathy,extracted,article,200,OK
586,https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-3a,extracted,article,200,OK
587,https://medlineplus.gov/genetics/condition/spondyloperipheral-dysplasia,extracted,article,200,OK
588,https://medlineplus.gov/genetics/condition/attention-deficit-hyperactivity-disorder,extracted,article,200,OK
589,https://medlineplus.gov/genetics/condition/trisomy-13,extracted,article,200,OK
590,https://medlineplus.gov/genetics/condition/larsen-syndrome,extracted,article,200,OK
591,https://medlineplus.gov/genetics/condition/thiamine-responsive-megaloblastic-anemia-syndrome,extracted,article,200,OK
